StudentNumber,Gender,GradeLevel,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,RiskRating
986,Female,3,4,2,6,2,4,3,2,2,2,2,6,6,6,6,2,6,2,1,4,2,4,4,4,2,4,2,4,6,Low
987,Male,3,5,6,4,7,3,7,6,4,7,2,3,2,5,5,5,6,4,5,3,5,5,5,6,3,5,2,5,7,Low
988,Female,3,4,7,3,5,1,7,4,4,5,4,5,1,5,5,4,5,3,7,4,7,6,3,6,4,6,2,5,5,Low
989,Male,3,4,5,5,7,3,6,4,3,5,3,6,2,7,5,6,5,2,6,2,6,5,4,6,2,5,2,5,5,Low
990,Male,3,4,6,3,6,2,4,5,6,7,4,6,3,6,7,5,6,5,6,1,6,7,4,6,2,6,2,6,6,Low
991,Female,3,3,6,5,6,2,7,3,3,7,4,5,2,6,7,3,5,5,4,2,6,4,4,5,4,6,2,6,5,Low
992,Female,3,4,6,5,6,2,6,4,5,7,5,6,1,6,6,5,6,6,6,3,6,6,4,4,4,4,4,5,6,Low
993,Male,3,4,5,2,6,1,4,6,5,7,3,7,2,7,4,6,3,5,7,2,5,5,2,6,4,5,3,6,5,Low
994,Male,3,2,6,4,5,4,6,6,3,6,5,5,4,7,6,3,4,5,7,2,7,5,5,7,4,7,3,6,6,Low
995,Female,3,5,7,5,7,4,7,3,2,5,5,6,3,6,6,4,5,2,5,5,7,5,4,7,5,6,3,6,6,Low
996,Male,3,4,7,5,5,1,6,4,4,7,3,5,3,6,5,1,6,6,6,3,4,5,6,7,4,7,1,6,7,Low
997,Female,3,3,6,2,3,1,5,1,4,7,3,6,1,7,7,4,5,1,7,1,5,4,5,5,4,6,1,6,7,Low
998,Female,3,4,7,3,7,2,7,6,4,7,4,5,3,6,7,3,7,5,5,3,6,6,6,7,5,7,2,7,6,Low
999,Male,3,5,7,3,5,3,7,6,4,7,3,6,1,6,5,2,6,3,6,2,6,6,5,6,5,6,2,6,6,Low
1000,Male,3,4,7,6,6,1,7,4,4,7,4,7,5,5,6,3,6,3,6,4,6,5,3,6,5,7,3,4,6,Low
1001,Male,3,3,6,2,4,3,7,4,5,7,2,6,1,2,4,5,6,1,3,3,5,4,4,6,3,5,1,5,4,Low
1002,Male,3,4,6,5,6,1,7,3,4,7,4,7,3,7,6,4,6,3,5,2,5,4,5,7,1,5,1,5,6,Low
1003,Male,3,3,7,4,7,3,7,5,5,7,7,7,2,7,5,5,6,5,4,5,7,5,4,6,3,6,2,5,3,Low
1004,Male,3,4,7,4,6,1,6,4,6,7,3,6,1,6,4,5,7,4,6,1,5,5,4,7,5,4,2,6,7,Low
1005,Female,3,5,5,5,6,2,6,6,4,7,2,3,2,5,4,5,6,4,6,3,7,6,5,7,4,6,3,6,6,Low
1006,Female,3,7,7,5,6,2,7,3,7,7,3,4,2,4,5,4,6,4,6,1,6,7,4,7,3,5,1,5,4,Low
1007,Female,3,5,5,4,7,3,4,3,4,4,4,7,2,5,4,2,6,5,6,3,6,6,5,4,5,6,2,6,5,Low
1008,Male,3,3,7,4,6,3,7,4,4,7,3,6,3,5,4,4,6,4,5,2,6,6,5,4,4,6,2,6,7,Low
1009,Male,3,3,7,5,4,1,7,3,3,7,4,5,1,5,6,5,6,3,6,3,6,5,3,6,4,5,2,6,5,Low
1010,Male,3,4,5,3,7,2,4,1,5,4,4,5,2,6,5,5,4,4,7,2,3,6,3,5,4,5,2,5,4,Low
1011,Female,3,4,6,3,5,1,6,3,2,7,5,7,4,7,6,5,6,4,6,2,6,6,4,5,3,7,2,6,7,Low
1012,Female,3,3,7,5,3,1,6,4,3,7,3,5,1,6,5,3,6,3,4,2,7,6,5,4,4,5,1,5,7,Low
1013,Female,3,3,6,5,7,4,6,4,4,7,3,6,2,5,6,3,6,3,5,2,6,5,5,7,3,6,3,7,6,Low
1014,Female,3,4,6,5,6,2,7,5,4,6,3,5,3,5,5,4,7,3,6,1,7,2,4,5,5,5,3,4,7,Low
1015,Female,3,5,7,6,4,1,7,6,2,6,4,6,2,5,5,3,7,4,6,2,6,6,4,4,7,5,3,5,7,Low
1016,Female,3,4,5,4,3,3,7,4,3,7,4,5,2,6,2,2,6,6,7,2,5,3,5,7,3,7,3,7,4,Low
1017,Female,3,5,5,4,5,2,7,5,4,7,2,5,3,6,6,6,6,5,5,1,5,5,3,7,5,5,1,7,5,Low
1018,Female,3,3,7,4,5,1,7,4,4,7,5,6,3,7,6,5,6,4,7,3,5,5,5,5,6,6,1,4,7,Low
1019,Female,3,4,6,4,6,3,7,4,3,7,4,5,3,5,7,5,7,4,5,1,6,6,5,5,6,5,3,5,6,Low
1020,Male,3,4,7,3,7,1,7,4,5,6,3,7,3,4,4,6,5,3,7,3,4,6,2,4,3,4,4,7,4,Low
1021,Female,3,3,5,4,5,4,4,3,5,7,4,5,3,5,6,5,5,3,6,2,7,5,2,7,5,7,2,7,5,Low
1022,Female,3,5,6,2,6,3,6,4,5,7,3,6,1,4,6,5,7,4,7,2,7,6,5,5,4,7,1,4,5,Low
1023,Male,3,4,7,3,7,4,6,2,3,6,5,5,1,5,6,6,6,6,6,1,5,5,4,6,4,5,2,4,5,Low
1024,Male,3,1,6,3,5,4,6,4,4,7,5,7,2,5,7,4,4,3,6,2,3,6,4,7,4,6,2,5,5,Low
1025,Female,3,4,6,6,4,6,5,6,2,3,7,2,6,2,2,2,6,4,4,4,6,4,4,6,4,2,2,4,4,Low
1026,Male,3,2,6,3,6,2,7,2,3,7,5,6,1,6,6,3,6,4,7,3,6,5,3,6,4,7,2,7,5,Low
1027,Male,3,2,4,4,6,2,6,5,5,5,3,5,2,7,5,4,7,4,4,3,3,6,3,5,4,5,2,6,7,Low
1028,Female,3,3,7,3,5,1,7,3,6,4,4,6,1,7,6,4,6,4,5,3,7,6,6,6,3,7,3,6,7,Low
1029,Male,3,1,4,4,6,3,5,4,3,5,4,7,3,7,7,3,7,4,5,3,7,5,4,6,3,6,3,6,4,Low
1030,Female,3,2,4,6,4,2,2,6,6,6,6,4,6,2,6,4,6,6,2,4,4,2,2,2,6,4,2,2,4,Low
1031,Female,3,4,6,4,5,3,6,3,5,7,1,6,2,4,5,5,3,2,5,1,6,6,4,5,4,5,2,5,2,Low
1032,Male,3,2,7,2,5,1,6,6,7,7,5,5,1,7,6,5,4,5,5,3,4,5,3,5,5,5,1,6,5,Low
1033,Male,3,3,6,3,6,1,7,2,7,6,5,7,1,4,6,4,6,4,6,2,6,6,4,4,4,7,4,5,6,Low
1034,Male,3,7,3,1,5,1,7,4,5,7,4,6,5,6,7,5,2,2,7,2,5,6,5,7,6,5,2,7,4,Low
1035,Male,3,4,5,5,4,1,7,2,5,6,5,4,6,5,5,6,6,5,5,1,6,6,2,6,4,3,1,5,6,Low
1036,Female,3,4,7,3,5,4,7,3,4,7,3,6,2,5,5,3,7,6,7,2,6,4,4,7,3,7,3,7,7,Low
1037,Female,3,4,5,6,6,4,6,6,5,6,1,5,1,5,6,5,4,5,6,2,3,5,3,5,5,7,2,5,4,Low
1038,Female,3,5,6,4,6,1,7,5,3,6,3,5,1,5,6,3,4,5,5,3,6,7,3,5,4,5,1,6,7,Low
1039,Male,3,4,5,4,5,2,5,5,5,5,5,6,3,4,6,4,4,4,6,2,4,7,4,6,2,6,2,6,6,Low
1040,Female,3,3,7,1,6,3,7,5,3,7,3,7,3,7,7,6,6,3,7,4,6,7,4,7,4,7,4,7,7,Low
1041,Male,3,6,4,4,7,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,6,4,3,7,5,4,4,4,4,Low
1042,Male,3,2,7,3,5,2,6,4,4,7,5,6,3,6,7,3,3,3,7,1,5,7,3,5,4,4,1,7,5,Low
1043,Male,3,3,5,6,6,1,6,4,3,6,3,4,2,6,4,3,6,3,5,2,6,7,3,6,4,3,1,7,3,Low
1044,Male,3,3,7,5,6,1,5,3,4,7,3,6,3,4,6,6,7,4,6,1,4,4,6,7,5,5,2,6,6,Low
1045,Male,3,6,7,4,6,1,6,5,4,6,3,7,3,7,7,3,4,3,6,3,4,7,4,7,2,3,3,6,7,Low
1046,Female,3,3,5,3,6,3,7,4,3,6,3,6,4,5,6,3,5,4,7,1,4,6,4,5,1,5,3,7,5,Low
1047,Male,3,5,6,4,4,2,7,3,4,7,4,6,1,5,5,3,5,3,5,3,6,4,4,6,3,6,4,6,6,Low
1048,Female,3,3,6,5,6,2,7,4,3,6,3,5,1,4,4,1,6,3,4,1,6,5,4,6,5,6,4,6,5,Low
1049,Male,3,2,6,4,6,1,5,3,3,7,3,6,1,3,5,4,4,3,4,1,3,5,2,5,2,6,2,6,4,Low
1050,Male,3,4,5,6,5,1,5,3,4,5,5,6,1,6,5,4,7,4,7,2,5,7,2,7,4,5,2,5,5,Low
1051,Male,3,3,5,5,5,2,6,6,2,6,3,5,3,6,6,3,5,4,6,1,6,3,5,5,4,7,1,6,5,Low
1052,Female,3,4,6,5,7,2,6,5,5,6,4,5,2,5,7,4,7,4,7,5,7,7,4,7,3,6,4,7,7,Low
1053,Female,3,6,6,4,2,4,3,2,6,5,4,6,2,6,6,2,6,6,2,2,4,2,2,2,4,2,2,2,4,Low
1054,Female,3,6,7,3,4,1,7,5,1,7,3,3,1,7,7,5,5,2,5,2,5,6,2,6,2,5,1,7,6,Low
1055,Male,3,4,6,4,6,2,7,3,3,6,3,5,3,5,7,4,6,4,7,1,6,6,3,6,5,6,2,5,6,Low
1056,Male,3,2,6,2,4,4,6,3,4,7,5,6,1,7,6,3,7,2,7,1,6,7,4,5,4,6,2,6,7,Low
1057,Male,3,4,4,4,5,2,4,4,5,7,4,6,4,7,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,Low
1058,Female,3,4,7,3,4,2,7,3,4,6,6,7,3,6,6,4,7,4,7,2,6,6,4,6,3,6,1,6,4,Low
1059,Female,3,6,5,4,4,4,6,2,5,7,5,6,2,6,5,6,6,2,6,2,6,6,4,7,4,7,2,7,7,Low
1060,Male,3,4,6,3,4,2,7,5,2,6,6,6,3,5,6,3,6,3,6,1,7,7,5,7,4,6,3,7,5,Low
1061,Female,3,5,6,4,6,2,6,3,5,7,5,5,1,6,6,2,6,5,4,2,5,7,4,6,6,1,2,7,4,Low
1062,Male,3,3,5,3,7,1,5,3,3,7,6,6,2,6,7,4,6,5,4,2,7,6,6,5,4,6,4,5,7,Low
1063,Male,3,4,4,4,6,2,4,3,4,4,4,4,4,4,7,4,4,1,6,4,4,4,4,4,4,6,4,4,4,Low
1064,Male,3,4,5,3,6,4,4,4,3,6,4,5,3,7,7,3,4,3,7,4,6,5,3,7,3,6,2,7,6,Low
1065,Female,3,3,6,4,4,2,7,2,5,5,3,6,2,6,6,4,6,3,3,3,6,6,1,5,4,6,2,6,5,Low
1066,Male,3,7,7,3,6,1,7,4,4,7,4,7,2,7,5,3,7,3,6,1,7,6,4,6,3,7,1,7,6,Low
1067,Female,3,3,7,4,7,1,5,5,3,7,3,7,4,7,5,5,4,4,5,1,6,7,4,6,6,5,1,5,5,Low
1068,Male,3,4,7,3,7,5,6,6,4,6,6,7,2,6,7,5,6,5,7,3,7,5,6,6,5,7,3,7,7,Low
1069,Male,3,5,6,3,7,3,7,6,6,7,6,7,4,7,7,6,7,6,5,4,7,7,6,7,4,6,2,7,7,Low
1070,Female,3,5,6,3,5,2,6,2,3,6,4,7,1,7,7,5,4,3,4,2,4,6,6,7,2,7,1,5,7,Low
1071,Male,3,4,2,2,6,4,2,2,6,4,4,2,6,2,4,6,6,6,4,4,2,2,6,6,4,2,6,2,4,High
1072,Female,3,2,4,3,7,3,4,4,4,6,5,6,2,6,6,4,7,3,6,1,6,6,4,6,3,5,2,7,4,Low
1073,Female,3,4,6,3,5,1,7,5,4,6,3,4,1,7,7,4,6,5,4,3,4,4,4,6,5,7,1,4,6,Low
1074,Male,3,4,6,5,5,4,6,6,4,6,5,6,1,7,6,6,6,2,5,3,6,6,3,7,5,7,4,6,5,Low
1075,Male,3,3,7,2,7,3,7,5,3,7,3,6,2,4,6,2,4,4,7,2,6,6,2,6,4,7,5,4,4,Low
1076,Male,3,4,7,4,5,1,6,5,3,6,3,7,2,6,7,7,5,5,6,2,4,7,3,1,3,5,2,7,6,Low
1077,Female,3,4,7,3,6,1,7,5,5,6,5,5,3,7,5,4,6,3,6,1,4,6,3,5,3,6,1,4,7,Low
1078,Female,3,3,6,2,5,2,7,6,3,7,5,6,3,7,6,3,5,4,4,2,6,7,5,7,3,4,3,7,6,Low
1079,Female,3,4,7,7,7,3,7,6,4,7,4,7,2,6,7,6,6,3,6,3,5,6,3,7,5,7,3,6,7,Low
1080,Male,3,6,6,5,6,2,7,3,5,7,6,7,3,6,7,6,7,6,7,5,7,7,6,7,5,7,4,7,6,Low
1081,Male,3,2,2,2,4,6,4,6,4,6,4,6,2,4,4,6,2,2,2,6,4,2,4,2,6,6,6,2,6,High
1082,Male,3,2,6,6,6,2,7,3,2,7,2,5,4,7,5,3,5,3,6,1,7,5,4,4,5,6,1,7,6,Low
1083,Male,3,5,7,3,5,1,7,2,5,6,3,5,3,6,7,5,7,3,5,2,6,3,1,6,2,5,1,5,5,Low
1084,Female,3,3,7,3,5,1,7,5,5,7,2,5,2,5,7,5,5,3,4,1,4,7,5,5,4,6,3,5,7,Low
1085,Male,3,5,3,2,5,1,4,3,4,5,1,6,1,4,6,3,6,2,5,1,5,5,4,4,4,2,1,5,6,Low
1086,Female,3,5,6,4,6,3,6,2,2,7,2,7,3,4,6,2,5,3,7,2,5,7,5,6,6,6,1,6,6,Low
1087,Male,3,1,7,4,6,2,7,4,2,6,3,6,2,7,5,2,5,5,5,3,7,7,3,6,5,7,2,7,6,Low
1088,Female,3,4,5,4,6,1,7,3,4,5,5,7,2,5,5,5,5,3,5,2,7,6,4,6,5,6,3,5,7,Low
1089,Female,3,2,3,1,6,3,5,3,2,5,3,3,4,5,6,5,7,5,4,2,7,6,7,4,4,7,3,5,6,Low
1090,Male,3,2,7,4,5,2,5,4,2,5,2,4,3,7,6,4,5,5,7,1,6,7,4,5,4,5,2,5,6,Low
1091,Female,3,5,4,3,7,3,5,3,2,6,6,6,2,3,4,3,5,3,6,1,5,5,7,6,4,4,3,4,5,Low
1092,Male,3,1,6,3,7,2,6,3,3,7,5,6,1,4,4,5,6,3,6,4,5,5,4,6,3,4,2,6,4,Low
1093,Male,3,3,6,3,4,2,7,5,1,7,4,6,3,6,5,3,7,2,7,2,5,6,2,5,5,3,3,7,5,Low
1094,Female,3,2,6,3,6,2,6,5,3,7,3,7,3,6,7,5,5,3,5,3,7,5,4,6,4,3,2,7,6,Low
1095,Female,3,3,7,4,5,2,7,3,4,6,3,5,2,5,7,5,6,2,5,3,5,6,4,6,4,6,1,5,6,Low
1096,Male,3,2,6,2,6,2,7,2,3,7,3,4,1,5,5,3,2,3,4,1,5,6,2,6,4,4,1,5,5,Low
1097,Male,3,6,4,4,4,4,4,2,4,2,6,4,4,6,4,2,2,6,2,6,6,6,6,2,2,2,4,4,2,Medium
1098,Male,3,3,5,4,5,1,4,6,3,5,2,7,1,5,7,2,6,5,5,1,6,4,4,6,6,6,1,5,5,Low
1099,Male,3,4,6,4,7,2,7,5,2,4,4,7,2,5,5,2,6,4,5,1,6,6,5,5,4,7,2,7,6,Low
1100,Male,3,5,6,3,7,3,7,5,6,7,5,7,4,7,7,4,7,5,7,3,5,6,4,7,6,7,3,7,5,Low
1101,Female,3,4,6,6,6,1,7,4,4,6,5,6,4,6,7,3,7,4,7,2,7,5,3,5,4,6,2,5,6,Low
1102,Male,3,3,6,5,5,4,7,5,3,7,3,5,1,5,5,5,6,5,7,1,6,4,4,6,3,4,2,7,7,Low
1103,Female,3,5,5,5,7,3,7,3,3,6,5,6,2,5,6,3,5,3,6,4,5,5,3,6,4,7,1,6,4,Low
1104,Male,3,5,6,3,7,2,5,5,2,6,4,6,1,6,5,2,4,4,4,1,5,5,2,5,2,4,2,4,4,Low
1105,Female,3,4,7,5,3,1,5,3,6,5,4,6,2,7,3,4,6,4,5,3,5,7,5,4,4,6,3,5,6,Low
1106,Male,3,5,5,4,5,2,6,4,3,5,5,6,2,6,6,5,6,4,5,2,7,7,2,6,3,7,4,7,7,Low
1107,Female,3,5,7,6,6,3,7,6,4,7,5,7,3,7,5,6,6,4,7,2,7,7,5,6,7,6,4,6,6,Low
1108,Female,3,2,5,3,5,2,6,4,4,3,4,7,1,6,6,3,1,5,6,1,5,6,5,7,4,6,3,5,7,Low
1109,Female,3,4,2,4,6,2,2,4,5,2,2,4,4,6,4,6,6,4,4,2,4,2,6,2,6,2,4,2,6,Low
1110,Female,3,4,7,4,5,1,6,4,5,7,4,4,3,4,6,3,6,3,6,2,5,6,4,7,4,6,1,5,6,Low
1111,Female,3,5,6,2,6,2,5,4,4,6,3,6,1,6,7,5,6,5,7,2,6,5,4,2,4,5,3,6,6,Low
1112,Female,3,5,7,6,7,5,7,5,7,7,7,5,3,6,7,5,7,4,6,2,6,7,6,7,4,7,4,7,7,Low
1113,Female,3,4,7,5,5,2,7,7,3,7,3,7,2,5,6,4,5,6,5,2,5,7,3,7,6,5,2,6,2,Low
1114,Male,3,3,2,2,4,1,5,3,3,4,3,4,3,6,5,3,3,5,6,1,4,4,2,5,3,5,1,3,4,Low
1115,Male,3,6,7,4,5,1,7,5,6,7,3,5,2,7,6,3,5,2,5,1,6,4,5,6,3,5,1,4,5,Low
1116,Female,3,5,6,5,7,1,7,4,3,7,4,6,1,6,7,5,7,4,6,1,4,5,4,4,3,6,3,5,6,Low
1117,Male,3,4,5,4,6,1,6,4,6,5,1,6,2,6,6,5,5,5,7,3,6,6,5,6,5,7,2,6,7,Low
1118,Male,3,4,6,1,4,1,7,3,2,4,4,3,1,4,5,1,5,4,6,1,3,4,1,4,1,5,3,5,4,Low
1119,Female,3,3,7,3,6,3,7,3,3,7,2,6,2,4,4,2,5,4,7,2,6,5,3,5,5,6,2,7,4,Low
1120,Male,3,4,7,4,6,1,7,4,3,7,2,5,1,7,5,3,6,3,6,1,6,6,4,5,6,4,3,7,5,Low
1121,Male,3,4,4,5,6,3,6,4,2,6,4,4,2,7,6,3,3,4,7,3,4,5,4,6,4,5,2,6,5,Low
1122,Male,3,5,6,4,5,1,6,3,3,7,4,7,1,5,7,4,6,3,7,2,7,7,4,7,3,6,1,6,4,Low
1123,Male,3,3,7,7,7,1,7,5,4,7,5,6,2,4,3,4,7,4,7,4,5,6,3,7,3,6,3,7,5,Low
1124,Female,3,5,6,1,3,1,7,5,1,6,2,5,2,7,7,3,7,3,6,2,7,5,3,7,5,6,1,7,6,Low
1125,Male,3,4,4,4,5,3,6,2,4,5,3,4,1,6,1,2,7,3,5,2,5,7,5,6,2,5,2,5,5,Low
1126,Female,3,4,6,4,7,1,7,4,5,6,6,7,2,5,7,5,6,5,6,3,7,7,4,6,3,7,2,6,6,Low
1127,Female,3,3,5,4,5,1,6,4,4,6,2,4,2,5,6,3,6,5,7,2,7,7,3,7,5,7,2,5,6,Low
1128,Female,3,5,6,3,6,3,7,4,4,6,3,6,2,7,6,5,7,2,5,3,4,6,3,4,3,5,2,6,5,Low
1129,Female,3,3,5,4,4,2,4,4,3,7,3,6,2,6,6,4,6,5,6,2,4,6,5,5,4,5,5,5,7,Low
1130,Male,3,5,6,4,6,1,6,4,4,6,3,7,1,4,4,4,6,1,7,2,5,7,2,7,4,7,1,7,2,Low
1131,Male,3,5,6,3,6,2,7,7,6,6,4,7,2,6,7,5,7,5,7,4,5,7,2,5,4,6,2,6,7,Low
1132,Female,3,5,5,6,6,1,4,3,3,5,3,4,2,6,4,3,6,5,6,3,7,7,3,5,3,7,3,4,7,Low
1133,Male,3,3,6,5,7,3,7,5,4,7,4,5,2,4,6,3,7,1,7,3,4,5,3,7,4,7,1,7,5,Low
1134,Male,3,4,6,5,5,4,7,2,4,7,4,7,1,6,7,4,4,4,6,4,6,7,5,4,4,6,1,5,5,Low
1135,Male,3,2,7,4,5,3,7,3,3,7,5,6,1,4,7,5,6,3,7,3,5,6,2,7,4,7,2,6,5,Low
1136,Male,3,2,4,5,6,1,5,3,4,6,3,7,2,6,6,4,6,3,4,3,4,7,3,5,3,5,1,7,6,Low
1137,Female,3,5,5,5,7,4,6,4,3,7,6,6,3,7,7,6,7,4,6,1,7,6,2,7,6,7,2,7,6,Low
1138,Male,3,4,6,4,7,4,7,2,5,7,3,7,3,6,6,4,5,3,6,2,5,7,5,6,5,5,3,6,6,Low
1139,Male,3,3,5,2,7,3,5,4,2,6,5,7,1,6,5,6,4,2,6,1,5,5,4,3,3,6,7,7,6,Low
1140,Male,3,6,6,4,7,2,5,4,5,7,3,6,3,5,4,4,5,5,4,1,5,6,3,6,3,7,3,5,4,Low
1141,Female,3,6,7,5,5,1,7,3,4,7,4,5,2,4,4,4,4,5,6,1,7,7,3,7,2,6,2,4,6,Low
1142,Male,3,4,6,2,2,2,7,2,2,3,2,6,4,2,6,2,4,4,6,4,6,6,4,6,2,2,4,4,2,Low
1143,Male,3,4,4,4,4,2,7,4,4,5,3,6,2,3,7,3,5,4,5,2,7,5,5,5,3,5,1,1,5,Low
1144,Male,3,4,4,2,5,5,5,1,6,6,2,3,2,6,5,2,6,2,5,1,6,6,3,5,4,5,3,3,4,Low
1145,Female,3,6,7,7,7,3,7,7,5,7,6,7,4,7,7,3,5,7,7,4,7,7,5,7,5,7,2,6,6,Low
1146,Female,3,4,7,5,6,3,7,3,4,6,3,7,1,6,6,2,5,2,5,2,5,6,5,6,4,5,3,6,5,Low
1147,Female,3,3,7,5,5,1,7,3,4,7,4,7,3,7,7,5,5,2,4,4,6,5,4,4,4,5,3,4,3,Low
1148,Female,3,3,6,2,5,3,7,5,3,7,3,4,1,4,3,5,5,6,6,3,5,7,4,5,4,7,2,7,5,Low
1149,Female,3,4,6,3,4,2,7,4,5,7,4,6,2,4,6,4,3,4,6,1,4,7,4,5,6,6,1,7,7,Low
1150,Male,3,2,6,4,4,4,7,2,4,7,4,6,4,4,2,4,4,4,4,6,4,4,2,2,2,6,4,2,6,Low
1151,Female,3,1,6,4,4,6,6,3,4,7,4,4,2,7,7,5,5,3,4,1,5,1,4,7,3,6,4,5,7,Low
1152,Female,3,5,7,5,7,3,7,6,3,7,5,6,2,6,5,1,7,4,7,3,7,7,6,7,6,6,2,7,7,Low
1153,Female,3,4,4,4,5,3,4,5,4,4,6,4,1,3,4,4,4,3,5,4,4,4,5,4,4,4,4,4,6,Low
1154,Female,3,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,5,4,Low
1155,Female,3,3,5,4,7,1,7,3,5,5,2,7,1,6,6,5,5,3,5,3,6,5,6,7,3,6,1,5,7,Low
1156,Male,3,3,6,7,6,2,7,4,6,6,3,2,2,7,7,6,4,4,4,2,7,6,3,6,4,7,2,6,6,Low
1157,Female,3,4,5,3,7,2,6,2,4,4,5,7,2,5,7,1,5,4,6,2,5,6,4,7,4,4,2,5,7,Low
1158,Male,3,3,7,4,4,4,6,4,4,5,4,4,4,4,5,4,4,2,4,4,6,4,4,5,4,4,4,4,2,Low
1159,Female,3,4,6,5,6,3,7,4,5,7,2,4,2,4,6,6,4,3,5,1,3,7,5,4,5,6,2,6,6,Low
1160,Male,3,3,5,3,7,1,7,4,4,5,3,7,1,5,5,3,7,4,6,3,5,6,3,5,3,7,1,5,4,Low
1161,Male,3,6,6,4,5,2,4,5,3,6,3,5,3,6,7,6,5,4,4,2,6,4,3,5,4,5,2,3,5,Low
1162,Male,3,5,7,4,4,2,5,3,4,7,3,4,2,4,7,5,5,1,6,3,6,6,4,5,3,7,2,1,6,Low
1163,Male,3,3,5,4,6,2,7,5,4,6,4,6,3,6,6,3,5,4,7,1,5,4,4,7,3,7,3,5,5,Low
1164,Male,3,3,5,4,1,2,7,2,5,5,3,7,3,6,5,4,5,5,6,2,7,4,5,7,4,2,1,6,6,Low
1165,Female,3,4,7,4,5,4,7,5,4,7,4,7,3,7,7,5,6,5,7,4,6,7,3,7,5,7,2,6,7,Low
1166,Male,3,5,6,3,5,1,7,4,3,7,3,6,1,6,5,4,7,4,6,1,6,6,4,7,4,5,2,7,5,Low
1167,Female,3,6,7,5,4,2,7,4,4,7,6,7,2,6,7,6,5,6,7,4,6,7,5,7,5,7,3,6,7,Low
1168,Male,3,4,4,4,5,1,6,3,1,6,3,4,2,7,6,4,6,3,5,2,6,7,6,5,3,6,1,7,7,Low
1169,Female,3,4,5,5,6,3,5,2,4,4,4,6,4,6,7,4,6,5,7,2,5,7,4,5,4,5,1,6,7,Low
1170,Female,3,5,7,3,5,2,7,5,4,6,5,4,1,6,7,4,4,4,6,1,7,5,2,7,5,7,2,6,7,Low
1171,Female,3,5,7,4,4,3,7,5,3,6,4,6,3,7,6,5,6,2,5,2,5,5,4,5,5,7,4,7,5,Low
1172,Male,3,4,7,3,6,3,7,5,3,7,4,5,1,6,5,6,7,3,4,2,4,5,3,5,3,7,3,7,6,Low
1173,Female,3,2,5,2,5,1,4,3,5,6,1,4,1,5,5,2,3,3,5,1,4,4,4,5,2,5,2,4,4,Low
1174,Male,3,4,5,4,7,4,4,4,4,5,4,4,1,5,4,4,6,4,5,4,4,4,4,4,4,4,4,4,4,Low
1175,Male,3,3,6,2,6,2,7,3,4,7,2,6,5,4,6,5,6,4,6,3,7,7,3,5,4,7,1,4,6,Low
1176,Female,3,5,6,4,5,2,7,2,2,6,2,5,1,5,7,4,4,6,5,1,7,7,3,6,2,4,1,7,6,Low
1177,Female,3,4,7,4,7,1,7,4,3,7,5,5,1,6,6,4,6,6,6,2,5,3,6,6,3,7,2,6,6,Low
1178,Female,3,4,5,5,5,3,6,3,7,4,3,6,2,7,5,4,7,2,7,3,5,5,4,6,3,4,3,4,6,Low
1179,Female,3,3,6,5,5,5,6,4,3,6,2,7,1,7,7,3,6,3,7,3,6,6,4,5,4,5,2,6,6,Low
1180,Male,3,5,5,3,6,3,5,3,4,6,4,7,1,4,6,5,4,4,6,3,6,1,3,6,4,7,3,6,6,Low
1181,Female,3,4,6,4,7,1,7,3,3,7,5,7,2,7,7,3,6,6,7,1,7,5,3,6,3,6,1,4,5,Low
1182,Female,3,4,4,4,6,3,7,3,5,7,4,7,3,6,4,3,7,5,5,3,5,6,2,6,4,6,2,7,7,Low
1183,Male,3,2,5,5,6,1,5,3,4,6,5,7,2,6,5,3,7,4,5,1,7,6,5,6,5,6,1,6,6,Low
1184,Male,3,4,5,4,6,3,6,2,4,5,2,4,4,5,5,4,6,3,7,1,6,6,4,7,3,7,2,7,6,Low
1185,Female,3,3,4,6,4,4,6,4,4,6,4,5,1,6,7,4,4,5,5,2,5,7,4,5,3,7,3,6,5,Low
1186,Female,3,5,7,2,6,2,7,3,4,7,4,5,1,6,7,3,7,2,5,1,6,5,4,6,3,7,2,5,6,Low
1187,Female,3,3,7,4,5,2,7,2,5,7,2,6,2,5,3,3,4,2,3,2,7,7,5,5,4,6,1,6,7,Low
1188,Female,3,4,6,4,4,5,5,4,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,6,4,Low
1189,Female,3,5,6,5,6,5,7,4,4,5,5,7,2,4,7,5,7,4,7,3,6,5,3,6,3,6,3,5,6,Low
1190,Male,3,1,4,3,7,2,6,2,3,5,2,5,1,6,5,2,4,4,5,1,5,4,2,5,3,5,1,5,5,Low
1191,Female,3,4,5,4,5,2,5,4,4,6,4,5,2,5,7,3,7,3,6,1,5,6,4,6,3,6,2,5,6,Low
1192,Male,3,2,6,3,5,2,6,4,4,7,3,6,2,7,7,3,6,6,6,2,5,6,4,4,4,5,1,5,6,Low
