Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
1046,Male,1,3,7,3,4,6,5,5,6,5,7,3,3,7,2,4,3,4,2,4,3,7,6,2,7,3,3,3,1
1047,Female,1,1,1,2,6,1,6,7,4,7,3,7,2,1,1,1,6,7,2,4,7,3,4,1,7,6,6,4,7
1048,Male,7,1,7,2,2,4,7,2,6,5,1,7,1,5,4,5,7,6,2,7,4,1,6,4,2,2,7,6,5
1049,Female,4,5,5,3,5,7,7,3,6,4,7,5,3,5,4,1,7,7,7,6,1,2,2,1,2,2,6,7,2
1050,Female,8,3,6,3,6,3,1,6,3,7,6,4,2,4,2,3,1,3,2,2,1,3,4,7,6,6,3,3,3
1051,Female,8,4,6,6,2,4,1,2,2,1,7,4,1,6,3,6,4,2,3,3,7,7,2,1,1,6,1,4,1
1052,Female,12,7,7,6,5,7,2,3,1,1,7,6,1,6,2,2,7,3,3,3,2,7,4,4,6,7,2,1,5
1053,Male,4,4,3,2,4,7,1,1,6,7,1,6,4,4,3,2,4,4,2,2,5,2,1,1,4,3,4,6,2
1054,Male,1,7,6,7,5,2,7,7,1,1,1,5,7,1,5,5,3,6,2,5,5,7,2,7,4,3,5,3,6
1055,Female,4,5,7,7,6,6,7,3,6,2,2,6,3,1,7,3,3,4,1,5,7,1,5,4,1,7,5,5,6
1056,Female,3,7,2,7,2,2,1,2,1,3,6,2,4,1,4,6,7,6,6,4,5,4,1,1,7,6,6,2,3
1057,Male,12,6,1,2,4,4,6,5,4,3,4,3,2,5,7,3,6,1,5,2,5,3,7,1,6,7,1,7,4
1058,Female,6,6,6,3,1,7,2,6,6,4,6,7,6,1,7,7,7,3,7,3,2,1,2,4,2,5,2,4,6
1059,Male,5,4,7,4,4,3,7,2,5,7,7,5,1,6,2,6,6,4,2,4,5,7,3,4,1,6,2,1,2
1060,Female,6,3,6,4,2,4,4,5,5,2,4,4,1,1,6,2,6,7,7,7,6,5,6,6,2,5,1,3,7
1061,Male,10,2,1,2,2,5,3,7,4,3,1,7,3,6,2,4,4,6,6,4,7,1,2,3,6,5,4,4,6
1062,Female,5,2,7,3,2,7,3,6,2,3,6,4,3,5,1,1,2,3,6,1,1,2,7,3,7,3,7,2,5
1063,Female,11,3,2,3,3,2,5,5,2,1,7,1,7,1,6,5,3,2,1,5,2,5,4,3,3,1,7,1,5
1064,Female,11,1,2,3,4,6,7,6,5,1,5,4,4,7,6,4,3,6,5,2,2,6,6,2,5,2,4,7,3
1065,Male,10,5,5,5,4,2,3,2,6,5,1,3,7,6,7,6,5,2,5,5,2,6,5,6,7,7,4,3,6
1066,Female,9,5,4,4,5,3,5,4,1,7,4,3,5,1,6,1,1,6,3,7,2,5,7,2,1,2,2,6,5
1067,Female,11,3,1,1,1,2,4,7,7,4,1,4,7,4,2,2,2,1,7,2,6,2,5,2,1,7,4,5,1
1068,Male,11,7,1,5,3,6,6,5,7,3,5,3,5,7,2,5,1,7,6,3,4,1,2,4,6,3,7,1,3
1069,Female,5,4,1,3,2,4,6,2,6,7,4,2,4,1,3,5,2,6,3,5,7,7,1,3,2,7,3,2,5
1070,Male,12,7,5,4,7,1,6,1,4,4,5,5,3,7,5,3,3,4,5,3,4,2,3,7,4,7,5,6,5
1071,Male,4,6,4,2,4,1,2,3,4,4,6,6,3,7,7,6,2,3,6,5,5,2,4,2,3,6,4,4,1
1072,Male,4,1,2,4,2,4,4,2,7,5,2,7,4,2,4,4,7,6,2,6,6,2,4,7,4,1,7,1,6
1073,Male,10,5,7,5,2,7,1,6,3,1,5,1,7,2,5,5,4,6,5,6,6,4,3,7,6,5,2,5,1
1074,Female,2,7,7,2,5,3,4,5,3,5,2,3,3,4,3,6,4,2,2,1,5,4,7,4,7,5,4,3,5
1075,Male,10,7,7,3,7,7,7,3,7,3,7,5,4,4,1,3,6,3,3,2,6,2,2,3,5,2,7,5,3
1076,Male,4,1,4,3,5,5,4,7,3,2,7,7,1,4,6,1,5,5,2,7,6,1,6,6,2,7,3,4,6
1077,Female,8,6,6,3,6,4,7,4,2,1,5,4,5,3,7,5,3,2,1,2,1,4,7,1,1,6,4,5,5
1078,Male,4,2,5,3,3,1,7,7,1,7,5,5,5,6,7,6,2,2,6,4,1,5,6,7,3,1,4,1,1
1079,Male,4,7,5,1,6,6,1,6,4,2,5,7,2,6,2,7,5,2,3,4,2,1,3,2,5,2,4,4,7
1080,Female,4,3,3,1,4,2,2,1,1,6,7,6,1,3,1,1,7,7,4,6,2,4,4,7,6,6,2,6,3
1081,Male,10,4,5,5,3,1,3,3,2,3,2,5,7,3,7,2,2,4,6,5,6,7,7,5,1,5,3,6,2
1082,Male,11,5,7,3,3,2,3,5,6,7,7,4,7,6,6,5,4,6,4,6,4,4,6,5,4,5,2,1,1
1083,Male,10,5,1,2,3,6,3,1,4,2,5,1,3,5,3,5,7,6,7,4,4,2,6,1,5,2,4,2,6
1084,Female,1,1,2,5,3,4,5,2,4,3,6,6,3,7,2,6,4,7,5,6,2,2,6,7,2,6,6,4,3
1085,Female,6,5,1,1,5,7,4,7,6,1,7,5,3,2,3,7,4,4,4,3,2,4,4,7,2,3,5,1,5
1086,Female,12,4,6,4,4,6,7,7,4,5,3,5,6,4,5,7,2,7,3,2,1,4,6,1,4,4,3,3,2
1087,Female,8,1,4,3,4,6,3,5,6,4,2,5,5,2,1,3,6,1,1,2,1,3,7,7,6,7,2,7,2
1088,Female,7,3,5,1,1,2,2,1,1,5,6,2,6,4,1,1,3,3,5,4,4,1,4,3,3,1,3,7,2
1089,Female,9,3,2,5,1,4,6,7,4,1,3,3,4,1,5,3,6,3,3,3,5,7,6,2,2,6,1,4,5
1090,Female,8,1,2,2,7,6,5,6,2,1,6,3,7,6,2,1,5,3,5,7,3,5,6,4,2,7,6,2,7
1091,Female,9,6,4,5,3,5,1,4,4,1,2,1,4,1,3,6,1,3,5,7,1,5,2,2,4,1,3,5,2
1092,Female,11,2,6,1,2,3,4,4,5,3,5,5,3,2,3,6,3,2,4,6,6,1,7,2,6,2,4,7,4
1093,Male,4,7,1,2,3,6,1,1,5,6,7,2,3,1,1,4,3,1,1,5,1,3,1,7,3,7,5,5,7
1094,Male,5,3,2,1,7,2,7,5,4,3,2,1,4,7,7,6,4,2,5,3,6,7,4,4,6,6,5,3,2
1095,Female,6,7,2,3,7,4,4,1,3,7,7,4,5,5,2,3,3,7,3,4,4,7,5,5,1,4,5,4,5
1096,Male,12,5,1,6,6,2,7,4,5,2,3,4,6,3,3,4,6,1,6,5,5,5,1,5,3,2,1,2,1
1097,Female,4,5,1,3,5,5,3,1,2,7,3,2,1,1,6,3,1,3,6,6,6,1,4,3,4,5,4,1,1
1098,Male,7,4,2,7,1,3,1,7,5,1,2,5,4,4,4,2,3,4,3,5,1,7,7,6,3,1,7,3,1
1099,Male,9,7,1,3,4,4,3,4,3,1,4,2,6,6,3,3,7,3,1,3,4,3,1,7,7,6,1,4,6
1100,Female,2,2,6,6,1,7,7,3,1,3,2,4,3,5,6,7,4,2,1,7,2,3,6,3,1,2,2,3,4
1101,Male,8,2,2,2,5,6,5,3,4,2,7,7,7,4,4,5,2,6,3,3,1,5,1,4,4,6,7,2,1
1102,Female,7,4,7,4,2,6,7,4,6,1,7,1,5,4,3,6,4,3,4,5,6,2,4,5,5,7,7,4,4
1103,Male,8,5,3,7,6,6,6,2,7,5,5,5,4,4,7,6,4,7,6,7,1,7,7,1,5,5,4,1,7
1104,Male,5,1,2,3,4,1,7,6,3,7,7,6,7,2,4,5,6,1,4,2,7,2,6,6,7,7,6,2,2
1105,Male,1,6,2,6,5,1,3,2,4,2,6,2,2,2,7,1,6,4,2,5,4,4,7,4,3,2,1,6,3
1106,Male,8,4,7,4,1,5,2,5,3,2,6,2,6,7,4,1,4,1,3,4,4,7,3,5,1,2,4,1,1
1107,Male,11,5,2,2,2,3,7,6,2,4,2,2,7,6,6,5,3,2,4,2,4,3,5,1,2,4,5,3,4
1108,Female,8,2,4,2,6,4,4,4,6,6,4,4,3,1,5,1,5,5,3,3,5,3,5,4,2,4,5,2,5
1109,Male,10,4,4,2,5,1,6,5,3,7,3,3,1,3,1,7,4,5,7,4,7,2,3,6,3,2,1,4,2
1110,Male,3,4,7,6,7,6,2,3,3,3,3,5,1,1,6,7,2,5,2,7,5,4,1,3,6,6,4,7,3
1111,Male,2,2,5,2,4,7,2,7,6,7,5,5,2,5,2,5,6,2,1,3,3,2,5,5,4,6,2,6,3
1112,Male,1,7,6,7,5,2,6,1,7,3,5,2,7,5,1,1,5,7,3,5,2,7,4,3,6,6,1,6,4
1113,Female,7,3,1,1,1,3,3,3,6,1,5,4,4,3,3,3,3,6,2,3,6,6,6,6,6,6,3,2,5
1114,Male,12,4,4,2,1,3,4,2,2,5,1,1,7,1,6,1,5,4,5,4,6,5,2,6,7,6,7,1,3
1115,Female,1,1,6,1,4,4,4,2,7,4,6,6,4,4,5,6,4,7,4,5,7,4,1,4,2,1,2,7,5
1116,Female,9,4,1,1,2,3,4,5,4,1,2,2,1,7,5,2,1,1,5,2,1,7,1,7,4,7,4,5,4
1117,Female,9,4,4,3,1,1,4,5,7,4,1,4,6,1,7,6,3,1,7,5,1,5,7,3,4,1,2,1,5
1118,Male,9,7,5,1,6,7,3,7,6,3,5,2,5,6,4,6,7,4,4,1,7,6,7,5,6,3,7,1,6
1119,Male,8,7,2,3,6,3,1,2,6,6,2,3,1,5,7,4,5,3,2,6,6,4,6,4,4,3,3,2,3
1120,Male,10,5,2,7,1,6,6,3,1,7,4,4,7,5,1,4,6,7,2,4,5,7,2,7,7,2,6,1,6
1121,Female,4,2,7,7,5,5,4,2,3,1,7,3,2,2,4,4,3,6,2,7,4,1,2,1,7,6,5,5,4
1122,Female,10,2,5,2,4,7,7,2,6,3,3,4,5,5,4,3,1,5,7,7,2,7,1,5,1,3,4,4,4
1123,Male,4,5,2,7,6,7,7,4,6,4,2,7,1,3,6,1,5,7,4,1,3,6,4,7,6,1,2,5,6
1124,Male,5,7,3,2,4,1,4,3,2,6,2,6,6,7,4,2,1,6,3,5,1,7,4,7,2,7,6,2,2
1125,Female,11,7,6,2,7,7,2,2,7,7,7,7,6,7,7,7,5,4,4,7,1,6,1,7,6,2,6,3,4
1126,Female,11,1,3,5,5,2,3,6,5,7,6,7,6,5,5,6,6,5,4,4,6,3,6,1,2,3,3,7,7
1127,Female,6,4,5,7,1,2,5,6,5,1,7,4,4,7,1,6,6,6,4,1,5,5,1,5,6,5,4,3,1
1128,Male,6,1,5,6,2,1,2,4,7,1,1,6,4,1,7,1,5,1,7,3,2,6,7,5,3,5,5,2,3
1129,Female,3,4,1,1,5,5,4,5,4,6,7,7,5,5,2,1,5,4,1,2,7,6,6,1,4,7,4,5,4
1130,Female,4,6,5,6,7,6,3,1,2,1,2,4,5,6,2,2,3,4,4,5,5,4,1,1,2,7,6,3,4
1131,Male,9,5,5,7,1,2,1,7,2,6,5,4,6,4,6,5,7,3,3,4,6,4,5,6,7,4,4,7,7
1132,Male,2,2,2,1,4,1,3,1,6,1,1,6,7,5,4,2,3,6,2,7,2,1,6,6,6,4,4,1,1
1133,Female,2,2,6,7,4,5,4,1,1,2,2,5,4,6,7,3,7,7,2,3,3,3,6,1,5,1,6,3,2
1134,Male,3,2,7,4,7,3,2,3,2,7,3,1,2,3,3,7,4,2,3,4,6,6,5,6,1,7,2,5,2
1135,Female,1,7,6,5,2,1,4,1,3,6,4,1,2,2,4,5,4,6,6,2,5,2,1,5,1,3,1,5,5
1136,Male,1,4,4,3,2,4,6,2,7,7,7,3,7,6,2,7,3,7,7,3,2,7,7,6,5,7,4,4,5
1137,Female,12,5,5,4,7,3,4,7,4,3,5,2,3,7,7,1,5,3,6,7,2,3,4,3,1,4,2,6,1
1138,Female,6,4,4,6,7,2,4,1,4,7,6,3,3,2,1,4,4,5,5,2,4,2,3,6,3,5,3,1,7
1139,Female,10,2,1,5,1,5,5,6,2,1,7,3,6,4,2,4,5,7,4,3,3,3,6,5,6,3,6,6,6
1140,Female,8,4,3,7,7,1,6,7,6,5,6,3,7,7,1,6,6,7,2,1,4,5,1,6,7,7,3,7,6
1141,Female,2,4,3,5,3,1,7,3,2,1,2,1,5,7,7,7,5,1,3,1,4,3,2,1,1,1,1,7,4
1142,Male,12,3,5,3,4,5,6,5,1,1,5,7,5,2,1,6,3,5,1,5,6,7,4,4,4,3,4,4,5
1143,Male,9,1,3,3,6,6,4,3,3,7,1,5,2,4,1,2,2,2,6,2,5,5,4,7,3,3,1,2,2
1144,Male,4,7,1,5,5,4,2,5,5,1,1,4,2,4,5,3,2,3,7,5,5,7,7,5,7,5,1,7,4
1145,Female,3,3,1,6,1,3,2,6,4,3,1,3,4,6,3,6,7,3,5,6,5,4,4,2,3,5,6,4,6
1146,Female,6,1,7,7,6,2,6,5,5,3,3,3,3,1,1,7,3,4,3,2,5,4,7,5,6,1,6,7,7
1147,Male,11,4,4,4,5,7,6,6,4,4,6,2,6,4,3,4,2,5,2,5,4,4,3,3,1,2,2,6,3
1148,Female,2,6,6,4,7,5,2,1,6,7,2,6,3,6,2,7,6,5,5,7,6,1,4,5,1,2,2,3,6
1149,Male,12,3,1,1,6,7,3,7,2,6,4,2,5,2,5,3,5,4,1,3,5,4,1,6,1,3,7,7,5
1150,Female,7,2,3,5,4,5,7,3,7,5,1,3,6,6,4,1,7,7,2,5,6,4,5,4,1,2,5,5,3
1151,Male,5,3,6,4,4,2,2,6,6,1,5,5,7,5,3,7,3,3,3,5,1,3,7,7,6,5,2,2,4
1152,Male,3,5,6,6,2,5,7,5,3,2,3,1,6,4,7,5,2,5,1,2,6,5,6,1,4,4,5,6,3
1153,Female,1,4,2,7,4,5,5,2,7,2,3,1,3,7,6,5,2,1,3,7,7,6,5,1,6,4,6,3,5
1154,Female,4,2,5,2,2,7,1,4,1,3,1,2,7,7,3,5,3,1,5,1,5,2,3,5,5,6,5,1,1
1155,Male,6,4,6,6,3,3,7,3,2,4,4,6,6,2,3,2,4,3,6,7,4,7,5,5,3,4,4,5,1
1156,Female,4,2,3,4,3,4,1,2,7,6,4,3,1,6,3,1,4,6,3,2,5,6,4,7,2,4,5,7,2
1157,Female,7,2,5,5,1,5,6,7,7,4,2,3,5,6,1,2,2,6,5,3,3,5,3,6,6,5,7,2,4
1158,Male,6,7,6,4,3,2,2,6,2,4,2,6,4,5,7,6,5,5,4,4,5,2,5,1,1,3,5,1,4
1159,Female,6,1,1,3,5,4,3,1,1,2,4,1,1,4,1,7,5,2,3,3,1,2,2,2,6,4,2,1,3
1160,Male,10,7,5,5,4,5,6,5,2,4,5,4,6,6,2,2,1,2,4,4,2,6,5,7,2,3,2,1,5
1161,Female,11,2,7,2,1,7,2,6,6,4,6,1,7,5,5,5,6,1,4,6,1,5,1,4,3,7,3,3,6
1162,Male,8,3,6,4,6,3,3,4,5,6,3,5,6,7,7,4,2,7,5,7,7,5,6,5,5,3,3,6,3
1163,Male,1,4,7,2,3,2,2,4,4,3,7,3,6,4,2,3,1,1,3,6,6,1,2,4,1,4,6,7,4
1164,Male,3,6,6,7,6,5,6,2,2,1,1,6,4,6,5,6,3,3,4,3,5,5,5,3,5,5,3,5,5
1165,Male,9,6,4,2,1,1,4,4,1,5,7,6,2,5,4,2,2,7,2,1,3,6,4,7,7,5,4,2,5
1166,Female,7,7,4,5,1,6,4,2,5,5,1,4,1,2,7,3,1,6,4,7,1,7,6,1,7,2,1,3,1
1167,Male,1,3,7,2,7,5,1,2,6,3,4,6,3,4,1,4,3,6,7,4,5,6,4,4,7,6,1,2,1
1168,Female,9,6,5,6,7,1,2,4,6,6,6,4,2,6,4,2,5,3,2,3,6,4,1,7,5,3,3,3,5
1169,Male,1,6,7,6,5,5,1,1,2,1,1,4,4,2,1,2,4,2,7,1,1,1,3,3,3,5,4,1,2
1170,Female,1,4,7,1,2,7,6,7,3,6,1,7,1,1,7,7,4,2,3,4,3,2,1,5,2,6,6,5,2
1171,Male,12,3,5,1,3,5,6,2,6,6,3,6,6,5,5,4,6,2,4,2,4,6,1,6,3,3,4,1,5
1172,Female,1,7,7,5,5,7,4,7,7,1,5,3,2,7,3,7,2,6,5,6,1,6,6,3,2,5,5,7,4
1173,Male,2,6,5,4,5,7,1,6,2,7,6,4,5,3,2,2,1,4,6,4,2,6,3,3,7,4,1,2,4
1174,Female,3,4,5,6,7,5,3,5,4,4,1,5,7,5,7,5,4,3,7,5,4,3,4,6,1,3,2,7,4
1175,Male,4,1,4,7,4,5,4,2,5,6,4,1,2,7,4,2,5,5,6,7,1,5,6,2,1,6,5,5,5
1176,Male,1,4,6,2,4,5,1,4,4,3,3,6,2,6,1,2,4,1,1,2,7,1,4,7,3,3,3,3,6
1177,Male,4,5,3,6,3,7,2,4,2,7,6,5,5,3,3,1,1,1,4,3,4,7,6,5,6,5,3,3,4
1178,Female,5,3,4,7,3,6,2,3,3,3,7,2,1,3,3,1,1,5,4,4,1,5,5,3,7,3,4,7,1
1179,Female,2,2,5,4,4,7,1,3,3,6,5,5,3,7,1,2,5,4,6,5,6,7,1,1,2,4,5,2,7
1180,Female,8,2,1,7,6,7,3,6,2,1,1,4,3,6,5,2,1,3,7,7,4,1,7,1,4,4,3,2,5
1181,Male,3,2,3,5,3,3,1,5,3,4,6,2,3,4,2,2,1,1,7,1,6,6,2,2,1,6,3,3,1
1182,Male,10,1,7,3,7,1,7,4,1,4,4,5,6,6,1,4,6,2,6,2,4,6,6,4,3,6,7,3,2
1183,Female,7,1,1,6,7,6,6,1,7,2,3,4,6,5,6,5,6,5,7,1,2,3,5,1,7,6,6,1,1
1184,Male,4,2,1,5,4,6,2,1,4,3,5,3,6,1,3,3,1,3,1,2,2,2,6,4,1,3,3,7,5
1185,Female,8,6,5,2,3,5,4,4,6,5,2,7,3,5,2,1,6,2,2,3,1,3,5,6,4,3,3,2,7
1186,Male,9,4,4,1,6,2,2,5,7,6,6,2,3,2,7,6,3,7,3,5,3,7,4,4,5,5,6,5,6
1187,Female,9,3,3,5,3,3,4,4,1,1,5,3,4,4,5,7,4,7,5,7,5,1,1,1,2,7,6,1,4
1188,Female,8,7,3,1,3,4,7,4,5,1,2,2,3,1,4,6,6,7,7,5,4,1,3,5,4,1,6,2,6
1189,Female,9,2,6,6,3,6,5,7,5,7,4,2,5,5,2,2,7,4,3,4,2,7,1,1,1,1,6,3,1
1190,Male,2,7,5,7,7,2,7,1,2,2,5,2,1,6,1,2,7,5,2,2,5,3,6,6,7,2,6,5,5
1191,Female,4,2,2,5,3,1,2,5,3,1,3,7,3,4,7,7,3,5,5,3,3,1,2,7,2,7,3,6,5
1192,Female,5,5,4,5,4,5,2,3,5,4,5,7,5,1,2,3,7,2,4,5,7,6,4,6,7,1,6,2,4
1193,Male,9,3,4,2,7,6,4,1,6,1,3,7,4,5,7,3,7,3,2,3,6,4,3,3,6,4,1,3,6
1194,Female,1,6,6,5,4,5,3,6,6,7,6,7,5,1,4,1,2,2,2,7,7,2,3,4,7,1,3,7,4
1195,Female,7,3,4,5,5,1,7,6,5,1,3,5,3,3,2,2,2,1,2,2,2,3,6,6,6,1,2,3,4
1196,Male,3,2,1,6,1,6,1,3,3,4,4,7,3,3,1,7,4,2,1,7,7,2,7,6,3,4,3,7,1
1197,Male,4,6,3,4,5,1,4,6,3,6,5,3,1,2,6,3,5,2,4,2,5,4,1,2,2,1,6,3,4
1198,Male,5,5,7,1,1,2,5,2,1,5,5,5,6,7,1,4,6,6,2,2,3,4,5,6,2,6,7,4,5
1199,Female,9,1,1,6,3,4,4,7,7,2,5,1,6,7,6,5,3,2,4,4,7,3,6,7,1,6,1,6,1
1200,Male,3,2,1,7,6,7,1,3,2,2,7,5,4,4,1,2,3,2,2,1,6,2,7,3,3,7,7,5,2
1201,Female,12,1,2,1,5,2,4,1,2,5,3,5,6,1,7,7,7,1,6,7,6,2,7,4,7,6,6,1,1
1202,Female,2,4,2,3,6,5,3,1,2,5,3,4,5,6,5,7,1,1,2,3,1,1,3,3,1,6,7,5,1
1203,Female,1,4,3,7,2,5,3,6,4,3,3,5,3,1,3,4,2,2,5,2,6,2,5,5,2,6,5,1,2
1204,Male,7,1,3,5,7,3,5,7,2,2,1,2,2,5,7,2,6,4,1,2,1,5,2,5,3,6,3,4,1
1205,Male,5,1,4,6,1,4,2,3,3,2,5,3,2,6,3,3,7,4,4,7,5,2,3,5,2,6,4,7,3
1206,Female,5,2,2,6,1,5,1,4,2,3,7,4,6,3,7,3,7,7,1,2,1,1,2,3,3,4,7,3,5
1207,Female,2,7,1,7,6,6,4,4,2,7,3,1,2,5,1,7,5,1,5,1,2,1,5,3,6,7,3,4,6
1208,Male,6,3,7,6,3,1,2,6,1,7,3,3,4,2,4,1,2,5,5,5,1,4,4,1,1,1,4,3,7
1209,Female,6,2,3,3,6,2,4,2,5,5,6,5,3,3,1,3,7,2,6,5,3,4,2,5,1,3,3,1,3
1210,Male,6,7,1,6,7,7,4,7,4,5,4,4,1,7,4,4,1,5,7,6,3,5,2,5,7,7,7,4,1
1211,Female,12,7,3,7,6,7,6,4,5,2,6,6,5,1,2,1,2,5,2,6,3,2,6,1,3,6,4,5,1
1212,Male,6,2,5,5,7,3,1,6,2,1,7,5,2,7,6,2,3,7,1,5,6,4,2,4,3,7,6,3,4
1213,Male,4,2,4,5,6,5,4,5,1,1,6,2,7,6,7,2,1,3,6,2,1,3,6,2,6,2,7,1,3
1214,Male,3,2,7,5,4,6,5,5,2,6,4,7,5,2,7,4,3,4,2,2,6,5,6,2,3,5,3,5,6
1215,Male,10,5,7,2,6,6,4,7,4,3,6,5,4,3,6,4,3,6,7,1,6,7,3,7,4,1,4,4,2
1216,Male,2,3,5,3,1,1,2,6,5,7,1,7,1,2,3,7,6,4,7,4,6,2,4,7,6,1,2,1,6
1217,Female,7,1,4,7,2,3,6,3,4,5,5,7,4,3,3,3,2,6,3,4,7,4,5,5,1,7,6,2,5
1218,Male,8,1,4,5,7,4,5,2,5,5,3,5,5,5,1,3,4,4,3,4,5,5,1,3,2,6,2,5,1
1219,Male,3,1,1,1,2,7,3,3,5,3,5,3,4,4,6,3,4,2,1,4,3,2,5,5,1,4,2,2,4
1220,Female,12,1,2,5,3,6,3,4,4,6,5,5,2,5,1,2,5,4,7,3,6,1,5,2,4,5,2,4,3
1221,Female,9,3,1,1,6,3,3,5,6,2,3,3,7,1,6,2,7,4,4,3,3,3,2,6,2,4,4,4,1
1222,Male,4,4,2,6,4,2,7,3,7,5,5,7,7,1,5,6,2,2,4,7,7,4,2,5,2,2,7,6,5
1223,Male,8,7,1,2,4,6,1,5,2,7,5,1,5,7,2,7,2,2,3,1,1,2,2,5,7,1,3,3,2
1224,Female,6,7,5,7,2,3,7,7,1,3,4,2,5,4,6,4,3,2,7,6,6,2,7,5,4,2,6,5,6
1225,Female,6,5,5,6,6,7,1,1,4,2,5,3,6,7,3,1,2,5,3,7,6,7,6,1,5,4,7,4,4
1226,Female,5,1,1,1,6,4,4,5,4,6,7,1,2,6,3,4,4,3,5,3,3,1,1,4,4,3,5,3,5
1227,Male,4,6,7,2,2,4,2,4,6,7,3,5,5,4,7,1,7,4,1,1,3,3,7,1,1,6,5,1,4
1228,Male,8,1,6,5,4,3,7,6,4,7,1,4,7,5,3,1,5,1,5,3,3,3,2,2,4,1,2,3,5
1229,Female,5,2,5,6,3,5,2,6,6,2,6,7,6,5,4,6,5,3,6,1,7,4,5,5,4,7,6,3,5
1230,Male,12,3,1,5,3,3,3,1,2,1,7,6,6,4,7,7,5,4,1,1,1,1,1,4,6,7,7,6,2
1231,Female,7,5,3,4,2,7,2,6,7,1,2,3,7,6,1,1,4,4,3,1,4,4,2,3,4,5,6,5,4
1232,Female,8,3,7,7,5,4,3,5,4,6,6,6,7,7,7,4,4,4,6,1,1,3,3,2,7,1,2,2,7
1233,Male,10,6,2,3,2,3,6,4,3,5,6,1,4,2,7,7,6,4,2,2,7,4,1,7,7,4,2,3,4
1234,Female,10,5,5,2,2,5,6,1,7,1,4,3,3,5,3,6,6,7,3,3,5,4,1,6,5,2,4,2,4
1235,Female,6,3,7,7,3,3,6,5,7,7,2,5,7,4,7,4,3,7,3,4,4,7,1,2,4,7,4,7,6
1236,Female,9,1,1,2,6,5,4,3,6,1,6,2,2,4,6,7,7,2,7,5,3,4,2,3,4,5,3,6,2
1237,Male,5,5,4,3,7,3,5,5,3,4,7,1,2,1,1,2,2,3,6,6,1,1,3,3,5,5,4,2,2
1238,Female,7,3,2,3,2,4,5,1,4,3,5,1,1,3,5,4,4,1,5,3,6,6,4,5,5,4,1,2,5
1239,Female,10,1,1,3,7,4,7,1,4,1,1,7,2,1,1,6,3,1,3,7,1,5,7,7,2,2,6,6,7
1240,Female,7,7,6,1,1,6,2,1,6,7,7,2,2,6,5,4,4,1,1,6,3,5,7,7,6,3,2,7,3
1241,Male,10,3,6,7,6,6,6,5,5,5,4,4,1,3,7,3,1,4,3,5,1,6,6,7,2,4,4,5,3
1242,Female,12,5,5,6,4,6,5,7,3,7,5,1,2,4,5,3,7,6,3,6,5,7,5,2,1,3,2,2,6
1243,Female,7,1,3,7,1,7,2,3,5,1,5,6,4,2,2,7,4,4,2,2,3,6,3,7,1,4,1,2,1
1244,Female,8,7,3,1,3,5,5,3,4,4,3,7,2,5,1,6,1,2,5,4,1,4,7,4,7,5,1,2,5
1245,Male,2,4,7,6,2,7,5,3,1,1,6,2,4,6,1,6,5,4,3,5,4,4,3,2,1,2,4,1,2
1246,Male,1,7,2,6,3,5,3,7,4,4,7,5,2,7,1,7,3,7,4,3,6,7,7,1,2,6,7,2,6
1247,Male,9,2,3,5,1,3,5,6,2,1,3,6,4,6,1,1,5,2,7,6,1,6,4,1,4,6,6,7,4
1248,Male,1,2,3,6,5,3,3,1,3,2,5,2,4,6,1,3,1,4,1,7,3,3,6,3,4,3,6,3,6
1249,Male,10,2,2,5,6,3,4,4,1,3,5,2,6,6,6,6,6,2,7,7,5,4,1,7,3,1,3,3,5
1250,Female,1,6,2,1,6,1,6,7,1,5,5,6,6,5,1,4,3,1,3,7,2,2,5,3,6,3,6,5,6
1251,Male,2,4,2,2,4,5,2,2,1,6,1,6,4,1,4,1,5,7,4,3,1,2,7,2,2,1,6,3,3
1252,Female,12,3,6,7,4,7,5,7,7,2,5,4,5,3,1,6,2,4,5,1,3,7,5,1,7,6,3,2,5
1253,Female,3,1,3,5,5,1,1,5,1,3,2,4,4,2,1,5,7,2,2,7,7,3,5,6,7,1,3,7,7
